type,danger,before_url,url,thoughts,before,domain,title,time
казино,8,https://www.hrs.de/web3/link.do?clientId=ZGVfX05FWFQ-&cid=47-3&page=aHR0cHM6Ly9zd2VldHRvb3RoYm9zdG9uLmNvbS8--&lid=INT-HPT,https://www.hrs.de/web3/link.do?clientId=ZGVfX05FWFQ-&cid=47-3&page=aHR0cHM6Ly9zd2VldHRvb3RoYm9zdG9uLmNvbS8--&lid=INT-HPT,"Сайт открывается через редирект от hrs.de, что само по себе не является признаком мошенничества, но вызывает вопросы. Адрес конечного сайта ""sweettoothboston.com"" не имеет ничего общего с hrs.de и выглядит подозрительно. На странице присутствуют кнопки ""DAFTAR"" и ""MASUK"", что переводится как ""Регистрация"" и ""Вход"" и текст ""POKER1001: Situs IDN Poker Terbaru & Daftar Poker Online"", который прямо указывает на покерный сайт. Это не соответствует обычному интернет-магазину или службе доставки. Похоже на казино/игровой сайт.",hrs.de,hrs.de,Title отключен,7.797160625457764
мошенничество,8,https://clients1.google.li/url?q=https://monbusclub.socialandloyal.com/sso/attach?command=attach&broker=ec4e1b949ffc3c3cbe4b689dac41989dbcded38560c31929dd075c3ca9df1ec0&token=8bzqsbyrb90cc4gk48skogskk&checksum=d43ddf641742f60421d5fd6e6dbacc4f9363d0bd7810e9e185010dde3c6574f2&return_url=http://www.www.envylook.com/member/login.html?noMemberOrder=&returnUrl=https://consol-m.ru,https://consol-m.ru,"Сайт отображает предупреждение о небезопасном подключении. Адрес ""consol-m.ru"" выглядит нормальным, но ошибка сертификата SSL указывает на возможную попытку перехвата данных или что сайт не имеет действительного сертификата. Содержание страницы соответствует предупреждению, и не является формой запроса оплаты или иной попыткой обмана. Нет контента 18+, и не является сервисом сокращения ссылок.",google.li,consol-m.ru,Title отключен,6.871538162231445
мошенничество,8,http://karaokehostess.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,http://karaokehostess.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,"The URL is long and contains a suspicious redirect through `karaokehostess.com` to `www.spin79-top.com`, rather than directly going to the target URL.  The site displays a generic ""Trademark Free Zone"" message and Network Solutions statement, which is not typical for a legitimate website, especially one with such a generic domain name as ""spin79-top.com"". The combination of redirection and the generic content suggests a higher risk. There is no visible 18+ content ",karaokehostess.com,karaokehostess.com,Title отключен,6.968878746032715
мошенничество,8,https://www.winwithme.biz/articles/social-media-jobs-2025-stellenangebot-für-den-perfekten-social-media-job,https://www.winwithme.biz/articles/social-media-jobs-2025-stellenangebot-für-den-perfekten-social-media-job,"Сайт выдает ошибку ""Подключение не защищено"" и сообщает о возможной краже данных. Это указывает на проблему с SSL-сертификатом, что не является нормой для легитимных сайтов. Структура URL не содержит подозрительных символов, но сам домен .biz, хотя и не является однозначным индикатором мошенничества, может ассоциироваться с бизнес-сайтами с низким уровнем доверия, так как используется реже, чем .com или .net. На сайте не отображается контент, поэтому не возможно оценить наличие контента 18+, казино или мошеннических схем.  ",winwithme.biz,winwithme.biz,Title отключен,6.617452144622803
мошенничество,8,https://tori.january.today/receive/order/YOcwKMXS6Dz?r=0x3,https://tori.january.today/receive/order/YOcwKMXS6Dz?r=0x3,"Сайт отображает ошибку 520, сообщая о неизвестной проблеме с сервером. URL-адрес ""tori.january.today"" выглядит подозрительно, не является адресом известного сервиса, а также содержит параметры ""/receive/order/..."" и ""?r=..."", что характерно для ссылок, которые могут вести на нежелательный контент или мошенничество, это связано с отсутствием понятного назначения такой ссылки. На странице нет никаких видимых элементов, которые могут бы свидетельствовать о 18+ контенте или быть сократителем ссылок, однако ошибка делает проверку невозможной. Отсутствует какой-либо контент, кроме сообщения об ошибке",january.today,january.today,Title отключен,7.525413751602173
мошенничество,8,https://express-pharm24h.com/?cid=11,https://express-pharm24h.com/?cid=11,"URL адрес `express-pharm24h.com` выглядит подозрительно, так как он включает в себя слово ""pharm"", которое может намекать на фармацевтику, но при этом не является названием известной аптечной сети. Параметр `?cid=11` также может указывать на отслеживание переходов или на партнерскую программу, что не обязательно является мошенничеством, но вызывает настороженность. Отсутствие контента на странице (по данным изображения) - также подозрительный признак, так как легитимный сайт обычно содержит какую-либо информацию, даже если это простая заглушка.  Кроме того, по URL адресу не видно логотипа.  На сайте не видно контента 18+ или сокращения ссылок",express-pharm24h.com,express-pharm24h.com,Title отключен,7.858050584793091
блог,8,https://frenchdriver2.bloggersdelight.dk/2025/01/03/how-to-craft-a-cuckold-letter-with-love-and-honesty,https://frenchdriver2.bloggersdelight.dk/2025/01/03/how-to-craft-a-cuckold-letter-with-love-and-honesty,"Сайт выглядит как блог на платформе bloggersdelight.dk.  В URL присутствует дата, это похоже на обычную структуру блога с постами по дате.  Всплывающее окно с запросом на разрешение cookies - обычное явление. Никаких явных признаков мошенничества, таких как запросы на оплату, обещания выигрышей или ссылки на азартные игры нет.  Однако, название страницы ""how-to-craft-a-cuckold-letter-with-love-and-honesty"" говорит о содержании 18+, так как слово ""cuckold"" имеет сексуальный подтекст",bloggersdelight.dk,bloggersdelight.dk,Title отключен,8.503677606582642
 мошенничество,8,http://allrecips.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,http://allrecips.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,"The URL contains ""allrecips.com"" followed by what appears to be a script that redirects to ""www.spin79-top.com"". The displayed content mentions ""TRADEMARK FREE ZONE"" and that ""Network Solutions has no knowledge of whether any content on this page violates any third party intellectual property rights."" The presence of a redirect and the unusual intermediary address make the legitimacy of ""spin79-top.com"" questionable. There is no indication of 18+ content or a service to shorten links. The structure of the url looks suspicious. ",allrecips.com,allrecips.com,Title отключен,7.114017009735107
мошенничество,8,http://goldentouchfinejewelers.com/__media__/js/netsoltrademark.php?d=www.spineggc79.com,http://goldentouchfinejewelers.com/__media__/js/netsoltrademark.php?d=www.spineggc79.com,"The URL structure is complex, featuring a seemingly legitimate domain, ""goldentouchfinejewelers.com,"" followed by a path including ""/_media__/js/netsoltrademark.php"". The query parameter ""?d=www.spineggc79.com"" redirects to a seemingly unrelated domain, ""www.spineggc79.com"". The presented page displays a ""Trademark Free Zone"" message from ""Network Solutions,"" indicating a potential issue with the ""spineggc79.com"" domain. The message implies that the content of ""spineggc79.com"" may violate trademark rights and is using the ""goldentouchfinejewelers.com"" domain as a redirect. This suggests a possible attempt to mask the actual destination and its potential trademark issues or a malicious redirect. The page shows a close button to get rid of the message. The URL structure is a potential indicator for link redirection or other manipulation techniques. This type of link redirection could be used for malicious purposes such as phishing. The site does not contain 18+ content or anything obviously related to a gambling or game.",goldentouchfinejewelers.com,goldentouchfinejewelers.com,Title отключен,8.06230115890503
мошенничество,8,http://thealakshmi.com/__media__/js/netsoltrademark.php?d=www.jini777.com,http://thealakshmi.com/__media__/js/netsoltrademark.php?d=www.jini777.com,"Сайт выглядит как промежуточная страница переадресации. URL начинается с ""thealakshmi.com"" и заканчивается на ""www.jini777.com"", что указывает на перенаправление. Текст на странице уведомляет о том, что Network Solutions не несет ответственности за контент, размещенный на странице, и предлагает обратиться к ним по электронной почте trademarkfreezone@networksolutions.com, в случае проблем с товарным знаком. Это наводит на мысль о возможном фишинге или перенаправлении на сомнительный ресурс. Заявлений о платежах нет, 18+ контента нет, как и признаков казино.",thealakshmi.com,thealakshmi.com,Title отключен,7.125198602676392
мошенничество,8,http://kwc.apocpa.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,http://kwc.apocpa.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,"The URL `kwc.apocpa.com/.../netsoltrademark.php?d=www.spin79-top.com` is suspicious. The main domain `kwc.apocpa.com` looks unusual, and the parameters in the URL suggest a potential redirect or tracking script. The page displayed contains a warning about ""Trademark Free Zone"" by ""Network Solutions,"" which also uses an unusual domain `networksolutions.com`. This setup, with two unrelated domain names and a notice about trademarks, is a sign of a potentially unsafe redirection. The displayed text suggests they are simply trying to avoid any responsibility for the content being shown on `www.spin79-top.com`, it does not indicate that the content is safe. The URL `www.spin79-top.com` is the target domain which can be anything. There is no indication of the content on the target site or the legitimacy of the target site, but it is being obfuscated by the redirect and disclaimer",apocpa.com,apocpa.com,Title отключен,7.104110240936279
казино,8,https://event.stibee.com/v2/click/MTAwNDA4Lzk3OTE2OC8xNDQ2NC8/aHR0cHM6Ly9Xd3cuSGlnaHN0YWtlcy5jb20v,https://event.stibee.com/v2/click/MTAwNDA4Lzk3OTE2OC8xNDQ2NC8/aHR0cHM6Ly9Xd3cuSGlnaHN0YWtlcy5jb20v,"Сайт явно представляет собой онлайн-казино с элементами ставок на спорт. URL-адрес `highstakes.com/ru/` выглядит относительно легитимным, без подозрительных поддоменов. Однако, наличие явных элементов казино и ставок, а также упоминание криптовалют, делает его потенциально опасным для пользователей, особенно с учетом возможных проблем с зависимостью и потерей средств.  На сайте присутствуют призывы к регистрации и участию в азартных играх. Контент сайта не является 18+ в явном виде, но явно предназначен для взрослых, готовых к азартным играм и финансовым рискам",stibee.com,stibee.com,Title отключен,21.699342727661133
 сократители ссылок,8,https://united.uimserv.net/redi?lid=7413246164427474462&optout=1&gdpr=0&gdpr_consent=&gdpr_pd=0&userid=&sid=4498628&kid=6741798&bid=20657054&c=25878&keyword=&sr=0&gk=0&mdev=0&clickurl=https://kartaxpresspoland.com,https://united.uimserv.net/redi?lid=7413246164427474462&optout=1&gdpr=0&gdpr_consent=&gdpr_pd=0&userid=&sid=4498628&kid=6741798&bid=20657054&c=25878&keyword=&sr=0&gk=0&mdev=0&clickurl=https://kartaxpresspoland.com,"Адрес `imagesrv.adition.com/fraudblock.gif` ведет к файлу с именем fraudblock.gif. Adition - это рекламная сеть. Странное название файла ""fraudblock"" и то что это изображение может быть связано с блокировкой чего-либо - это может указывать на попытку отследить пользователя, или на то, что этот адрес был сгенерирован для мошеннических целей. Содержимое сайта - пустое черное окно, нет какого-либо контента, который обычно отображается на сайтах. ",uimserv.net,uimserv.net,Title отключен,7.299626350402832
мошенничество,8,http://ww17.muccinilaw.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,http://ww17.muccinilaw.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,"The URL includes a subdomain `ww17.muccinilaw.com` and a seemingly random path with `netsoltrademark.php?d=www.spin79-top.com` . The content on the page states ""Trademark Free Zone"" and mentions Network Solutions. The overall appearance of the page appears to be a holding page, not a functional website. The URL structure raises suspicion as it redirects to ""spin79-top.com"" from an unrelated domain.",muccinilaw.com,muccinilaw.com,Title отключен,6.447813034057617
мошенничество,8,https://dl252.dmate12.online/?file=M3R4SUNiN3JsOHJ6WVo3MXN2Mlg5WVM5RkYrNHVyaHAwNTV4N3hrd0JLVmZvOFo3aDhYMUNQZ0VDSklqNGNHS05aVm4yQi9xUlp1L0JrVENnTEVDWTFMSzJPVjJuREhJLzRjelVmWm5BVVNvcTZpdWhtVXdqdzc1ZStmZEZLeGVNRElwaFZsc3hqS0d6dlNSNnpQMW95bm85V3ZVS1hZc2tSMDdFL21IL2NsSjdFajBlYUMyZzZCTG9EYkxwSjlSeXZtUHNSWC96cmRqNllzbUN4TWxKTWNFaU56bjJ2YnpwazhjZzVKQml3dTNvUGlqVzhobVQvUEhMR1FqZURFZnRPdnRDQT09,https://dl252.dmate12.online/?file=M3R4SUNiN3JsOHJ6WVo3MXN2Mlg5WVM5RkYrNHVyaHAwNTV4N3hrd0JLVmZvOFo3aDhYMUNQZ0VDSklqNGNHS05aVm4yQi9xUlp1L0JrVENnTEVDWTFMSzJPVjJuREhJLzRjelVmWm5BVVNvcTZpdWhtVXdqdzc1ZStmZEZLeGVNRElwaFZsc3hqS0d6dlNSNnpQMW95bm85V3ZVS1hZc2tSMDdFL21IL2NsSjdFajBlYUMyZzZCTG9EYkxwSjlSeXZtUHNSWC96cmRqNllzbUN4TWxKTWNFaU56bjJ2YnpwazhjZzVKQml3dTNvUGlqVzhobVQvUEhMR1FqZURFZnRPdnRDQT09,"Сайт имеет странный URL адрес ""dl252.dmate12.online"", который не соответствует обычному формату URL для легитимных сайтов, название ""Title отключен"" так же вызывает подозрения. На странице есть всплывающее объявление с предложением ""GAMDOM! %60'a Kadar Geri İade!"", что похоже на рекламу азартных игр и криптовалют. Так же на странице замечено объявление ""Ad"". Вероятно, сайт предлагает скачать музыку или видео с Youtube, но есть подозрения, что он связан с сомнительными схемами. Наличие рекламы и всплывающих окон, связанных с криптой, указывают на потенциальную опасность",dmate12.online,dmate12.online,Title отключен,8.115772008895874
мошенничество,8,http://kennedypllaw.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,http://kennedypllaw.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,"The URL `kennedypllaw.com` redirects to the domain `www.spin79-top.com` through a script. The displayed page contains a trademark disclaimer from Network Solutions. The URL structure using a PHP script with a URL parameter is often used for redirection, and this combined with the generic domain name `spin79-top.com` is suspicious. The ""Trademark Free Zone"" message indicates a potential use of trademarks without proper permissions, which can be associated with scam sites or those seeking to exploit intellectual property. There is no direct evidence of explicit 18+ content or file shortening services. However, the domain being redirected to through a script, and the trademark warning are both strong indicators of a potentially malicious or low-quality site",kennedypllaw.com,kennedypllaw.com,Title отключен,6.78249716758728
мошенничество,8,https://justplayhere.com/proxy.php?link=https://heasyformsnow.com:443/home/click?uc=17700101&ap=&source=&uid=ac917bdb-6efe-42ac-bf1b-774161313674&i_id=&cid=&url=https://en.themode.kr/member/login.html?noMemberOrder&returnUrl=https://www.ironhidegames.com/external?url=https://taeshinlawfirm.com/&value=toolbar_benefitsg,https://taeshinlawfirm.com/&value=toolbar_benefitsg,"URL начинается с justplayhere.com, который является прокси-сервером или сервисом сокращения ссылок, что само по себе является признаком подозрительности. Далее идет сложная цепочка перенаправлений, что является распространенным приемом для обфускации конечного адреса и затруднения отслеживания. Конечный URL taeshinlawfirm.com/error/code404 показывает страницу ошибки ""Not Found Pages"" с корейским текстом, что указывает на возможный сбой на сайте или его некачественную разработку. Отсутствие внятного контента и наличие ошибки 404 на сайте, который должен быть юридической фирмой, также вызывает подозрения. В целом, URL имеет признаки перенаправления через прокси и ведет к странной странице с ошибкой на сайте с потенциально сомнительной репутацией.",justplayhere.com,taeshinlawfirm.com,Title отключен,7.640289545059204
мошенничество,7,https://www.myday.eu.com/fr-be/external-link/?link=http://top10bestpasswordmanager.com&next=/fr-be/article/what-,http://top10bestpasswordmanager.com&next=/fr-be/article/what-,"Сайт не загружается, выдает ошибку ""Не удается получить доступ к сайту"". Адрес URL вызывает подозрение, так как ""top10bestpasswordmanager"" выглядит как попытка выдать себя за авторитетный ресурс, а домен "".com"" является стандартным, но он привязан к какому-то странному сабдомену "".&next=/fr-be/article/what-"". Это может быть признаком фишинга или иной мошеннической деятельности, цель которой подменить URL, что бы скрыть куда ведет ссылка. Поскольку сайт недоступен, судить о контенте невозможно, но уже по URL адресу и по ошибке, сайт выглядит подозрительно. На сайте отсутствует контент 18+",eu.com,top10bestpasswordmanager.com&next=,Title отключен,8.117438077926636
мошенничество,7,https://goldstein-chapman-2.federatedjournals.com/7-easy-secrets-to-totally-intoxicating-your-accident-lawyers-firm,https://goldstein-chapman-2.federatedjournals.com/7-easy-secrets-to-totally-intoxicating-your-accident-lawyers-firm,"Сайт временно недоступен и выдаёт ошибку 503. URL-адрес `goldstein-chapman-2.federatedjournals.com` выглядит подозрительно, так как не принадлежит известной компании. Название статьи в URL ""7-easy-secrets-to-totally-intoxicating-your-accident-lawyers-firm"" не является типичным и может быть частью SEO-спама. Содержание страницы - текст ошибки 503 и информация о сервере nginx. Это указывает на техническую проблему, но также может быть признаком недобросовестного сайта, который временно не работает. Никакого контента 18+ или признаков азартных игр нет.",federatedjournals.com,federatedjournals.com,Title отключен,7.67868185043335
мошенничество,7,http://sarasotaaccounting.com/__media__/js/netsoltrademark.php?d=www.jini777.com,http://sarasotaaccounting.com/__media__/js/netsoltrademark.php?d=www.jini777.com,"The URL appears to be a redirect through a compromised site, `sarasotaaccounting.com`, utilizing a `netsoltrademark.php` script. The destination URL, `www.jini777.com`, is flagged on the page as a ""TRADEMARK FREE ZONE"" by ""Network Solutions"". The text indicates that the content might violate trademarks, raising a flag about the legitimacy of the linked site. The complex structure of the URL and the trademark warning suggests potential risks. The site presents a single button labelled close and nothing else.",sarasotaaccounting.com,sarasotaaccounting.com,Title отключен,7.277815103530884
мошенничество,7,https://www.harmounigalogroup.store/articles/maximize-weight-loss-with-walking-chart-your-kg-progress,https://www.harmounigalogroup.store/articles/maximize-weight-loss-with-walking-chart-your-kg-progress,"URL ""harmounigalogroup.store"" выглядит подозрительно. Странное сочетание слов, не похоже на название известной компании. На сайте предлагается купить некий ""Silvets"" для похудения, что характерно для сайтов-однодневок, завлекающих покупателей.  Также есть баннер с призывом ""Don't hesitate, order now and start losing weight right away!"", что является типичным приемом для мошеннических сайтов, создавая ощущение срочности. Предлагается нажать кнопку ""Order it now"", что может привести к оплате товара сомнительного качества или вообще не приведет к доставке.  Сайт запрашивает доступ к cookie, что является стандартной практикой, но не исключает мошенничество. На странице отсутствуют данные о компании.",harmounigalogroup.store,harmounigalogroup.store,Title отключен,8.9747953414917
 сократители ссылок,7,http://lietajucaopicka.eu/__media__/js/netsoltrademark.php?d=www.spin79-top.com,http://lietajucaopicka.eu/__media__/js/netsoltrademark.php?d=www.spin79-top.com,"Сайт перенаправляет на домен spin79-top.com через скрипт на lietajucaopicka.eu, что может свидетельствовать о попытке скрыть конечный адрес сайта. В самом окне сообщается про ""Trademark Free Zone"", что может означать, что сайт может нарушать авторские права. Нет явных признаков казино, запросов оплаты или контента 18+.  В адресной строке присутствуют странные элементы, такие как ""netsoltrademark.php?d=www.spin79-top.com"", что может свидетельствовать о перенаправлении или маскировке.",lietajucaopicka.eu,lietajucaopicka.eu,Title отключен,7.25718355178833
мошенничество,7,http://www.kuniunet.com/home.php?mod=space&uid=1501778,http://www.kuniunet.com/home.php?mod=space&uid=1501778,"Сайт имеет странный URL-адрес с параметрами `mod` и `uid`. Домен `.com` является распространенным, но само название домена `kuniunet` не вызывает доверия и не ассоциируется с известными ресурсами.  Сайт отображает пустую страницу, что может быть признаком нерабочего сайта или попытки скрыть содержимое.  Отсутствуют какие-либо признаки 18+, контента или казино.  Из-за необычного URL, пустой страницы и отсутствия доверия к домену, есть подозрение на вредоносный или фишинговый сайт, но окончательно это нельзя сказать из-за отсутствия какой либо информации",kuniunet.com,kuniunet.com,Title отключен,8.184505224227905
мошенничество,7,https://world-news.wiki/wiki/15_Incredible_Stats_About_Adult_ADHD_Assessment_Uk,https://world-news.wiki/wiki/15_Incredible_Stats_About_Adult_ADHD_Assessment_Uk,"Сайт имеет странный URL, так как он использует домен ""wiki"", который обычно используется для вики-страниц, но при этом ведет на что-то, что выглядит как статью. Название статьи (""15_Incredible_Stats_About_Adult_ADHD_Assessment_Uk"") выглядит подозрительно.  Сам сайт в момент анализа - просто белая страница, что также вызывает подозрения. Это может быть сайт-заглушка или сайт в разработке, но в данном случае это увеличивает вероятность опасности.  Так как контент не виден, я не могу определить контент 18+, но название и пустая страница вызывают подозрение",world-news.wiki,world-news.wiki,Title отключен,7.853726625442505
казино,7,http://Sorina.Viziru.7@E.Xped.It.Io.N.Eg.D.G@Burton.Rene@www.theleagueonline.org/php.php?a[]=<a+href=https://highstakesdb.com/>online+poker</a><meta+http-equiv=refresh+content=0;url=https://highstakesdb.com/+/>,http://Sorina.Viziru.7@E.Xped.It.Io.N.Eg.D.G@Burton.Rene@www.theleagueonline.org/php.php?a[]=<a+href=https://highstakesdb.com/>online+poker</a><meta+http-equiv=refresh+content=0;url=https://highstakesdb.com/+/>,"URL выглядит довольно подозрительно, включая символы `@` и странные поддомены, но похоже что он перенаправляет на `highstakesdb.com`. Сайт `highstakesdb.com`  предлагает обзоры онлайн казино и азартных игр. Содержит рекламу различных казино с рейтингами. Присутствуют предложения бонусов и ссылки на другие игорные сайты. Никакого явного мошенничества на самой странице нет, но весь сайт посвящен азартным играм. Контент 18+ отсутствует, но подразумевается",theleagueonline.org,theleagueonline.org,Title отключен,8.159101247787476
неизвестно,7,https://goodman-justesen-2.thoughtlanes.net/the-unknown-benefits-of-cutting-car-key,https://goodman-justesen-2.thoughtlanes.net/the-unknown-benefits-of-cutting-car-key,"Сайт отображает ошибку ""503 Service Temporarily Unavailable"", что указывает на временную недоступность сервера.  URL  содержит поддомен ""thoughtlanes.net"", который не является общеизвестным и вызывает подозрения.   Невозможно определить наличие 18+ контента или мошенничества, так как сайт не работает.  Сайт не является легитимным и не похож на известные компании. Скорее всего это временная техническая проблема, либо неработающая заглушка, так как нет контента сайта.",thoughtlanes.net,thoughtlanes.net,Title отключен,7.195298433303833
неизвестный,7,https://bigs8877.com,https://bigs8877.com,"Сайт показывает сообщение ""Sorry, you have been blocked"", что может указывать на блокировку доступа по каким-то причинам (возможно, из-за подозрительной активности или местоположения). URL-адрес ""bigs8877.com"" выглядит подозрительно, так как состоит из случайных букв и цифр, что не характерно для легитимных сайтов. На сайте нет признаков, связанных с 18+ контентом, казино или просьбами об оплате. Однако блокировка и подозрительный URL вызывают беспокойство.",bigs8877.com,bigs8877.com,Title отключен,7.816537857055664
 сократители ссылок ,7,http://tours.bcitoday.com/public/vtour/wrap/aHR0cHM6Ly9hdmFudGlzdmVyb25hLmNvbS8,http://tours.bcitoday.com/public/vtour/wrap/aHR0cHM6Ly9hdmFudGlzdmVyb25hLmNvbS8,"Сайт загружается с ошибкой, не отображая контента, и выглядит как обёртка (wrap) для другого сайта, URL которого зашифрован в base64 (aHR0cHM6Ly9hdmFudGlzdmVyb25hLmNvbS8).  Сам URL tours.bcitoday.com  вызывает подозрение, так как  непонятно что это за сайт, а обертка для URL, говорит о том, что это может быть для обхода защиты. Такой механизм часто используют сократители ссылок или фишинговые сайты. Отсутствие title тоже является косвенным признаком недобросовестности. ",bcitoday.com,bcitoday.com,Title отключен,7.5558693408966064
"социальная сеть, 18+ возможны",7,http://80.82.64.206/user/hipmail33,http://80.82.64.206/user/hipmail33,"Сайт размещен на IP-адресе, а не на доменном имени, что является крайне подозрительным. На странице есть признаки социальной сети или блога. Название ""FuMe""  выглядит неформально, а призыв ""Keep smiling! Your happiness is our mission"" - скорее всего нацелен на привлечение внимания.  Среди популярных тегов есть ""escort"", что является тревожным звонком и может указывать на 18+ контент или мошеннические схемы.  Ссылка на Youtube в профиле может быть попыткой отвести подозрения, но не является подтверждением легитимности сайта. ",64.206,64.206,Title отключен,8.010938882827759
мошенничество,7,http://airconditioningsolutions.com/__media__/js/netsoltrademark.php?d=www.jini777.com,http://airconditioningsolutions.com/__media__/js/netsoltrademark.php?d=www.jini777.com,"The URL starts with ""airconditioningsolutions.com"" which seems unrelated to the content displayed on the page, and appears to redirect using a javascript file. The displayed domain ""jini777.com"" is not directly related to the address bar. The page content indicates a trademark notice which indicates that ""Network Solutions has no knowledge of whether any content on this page violates any third party intellectual property rights."". This, combined with the strange redirection in the URL, raises suspicion. The site does not appear to be 18+ or related to link shortening services based on the visible information.",airconditioningsolutions.com,airconditioningsolutions.com,Title отключен,6.687481164932251
мошенничество,7,https://foorumi.kameralaukku.com/proxy.php?link=https://geothezertifikat4all.de,https://geothezertifikat4all.de,"Сайт по адресу geothezertifikat4all.de предлагает купить сертификаты Goethe-Zertifikat разных уровней.  Название сайта соответствует содержанию.  Смущает отсутствие информации об официальном статусе сайта, а также прямое предложение ""купить"" сертификаты, что наводит на подозрения о легитимности. Официальные сертификаты Goethe-Institut обычно не продаются напрямую таким образом.  Отсутствуют явные признаки мошенничества, такие как требование предоплаты за ""получение"" денег, но есть сомнения в подлинности услуг.  Контента 18+ нет, также не является сократителем ссылок.",kameralaukku.com,geothezertifikat4all.de,Title отключен,9.23684048652649
сократитель ссылок,7,http://www.baboo.ru/go/go_23425a81365543a21cd1d18474622a8d,http://www.baboo.ru/go/go_23425a81365543a21cd1d18474622a8d,"URL содержит домен baboo.ru, который в целом не относится к известным и доверенным ресурсам.  Путь ""/go/go_"" и длинный набор букв и цифр после него указывает на перенаправление, возможно через сократитель ссылок. Страница пустая, что типично для таких перенаправлений. Отсутствует контент 18+ или признаки мошенничества прямо на этой странице.  ",baboo.ru,baboo.ru,Title отключен,7.08245849609375
подозрительный,7,http://www6.topsites24.de/safety.php?url=https://agronytradingllc.com,https://agronytradingllc.com,"Сайт отображает пустую белую страницу. URL `agronytradingllc.com` не является ни известным брендом, ни службой доставки, и при первом просмотре не содержит контента, что необычно для легитимного сайта. Отсутствие контента само по себе не делает сайт мошенническим, но в сочетании с непонятным названием и отсутствием title, вызывает настороженность. Так же замечена, ссылка на другой сайт в уведомлении.",topsites24.de,agronytradingllc.com,Title отключен,7.695911645889282
казино,7,http://www.zippal.com/out.php?url=https://www.casinosite88.com,https://www.casinosite88.com,"Сайт casinosite88.com явно имеет тематику онлайн казино, судя по тексту на странице ""казино"", ""бакара"", ""слоты"", и общему оформлению.  Несмотря на отсутствие прямого требования оплаты или попыток выдать себя за что-то другое, тематика азартных игр сама по себе является фактором риска. URL casinosite88.com не выглядит подозрительно и не содержит подмену известного бренда.  На сайте нет явного контента 18+, но из-за азартной тематики он косвенно попадает в эту категорию.  ",zippal.com,casinosite88.com,Title отключен,8.667892932891846
мошенничество,7,http://q.044300.net/home.php?mod=space&uid=958677,http://q.044300.net/home.php?mod=space&uid=958677,"Сайт отображает пустую страницу, что само по себе не является признаком мошенничества. Однако, подозрительным является URL адрес: он состоит из набора цифр и символов, а домен "".net"" не является распространенным для обычных сайтов. Структура URL с параметрами ""?mod=space&uid=958677"" указывает на использование скриптов для динамического отображения контента, что может скрывать какие-то действия на сайте. Отсутствие title и контента, а также подозрительный адрес, в совокупности, указывают на то, что сайт может быть частью какой-то схемы. На сайте отсутствует 18+ контент",044300.net,044300.net,Title отключен,7.353927135467529
мошенничество,7,http://radioflyerimages.com/__media__/js/netsoltrademark.php?d=www.spineggc79.com,http://radioflyerimages.com/__media__/js/netsoltrademark.php?d=www.spineggc79.com,"The URL is a complex construction, starting with `radioflyerimages.com` and leading to a PHP file containing a parameter that appears to be another domain name `spineggc79.com`. The displayed page content indicates a ""Trademark Free Zone"" notice from Network Solutions regarding the possible violation of intellectual property rights on content related to the domain `www.spineggc79.com`. There is no visible 18+ content or direct link shortening service, but the complex URL structure and unusual notice raise suspicion. The content displayed is not necessarily indicative of legitimate business but possibly a placeholder page or a warning page redirect.",radioflyerimages.com,radioflyerimages.com,Title отключен,6.829256057739258
мошенничество,7,https://tnamall.com/bbs/board.php?bo_table=free&wr_id=2000144,https://tnamall.com/bbs/board.php?bo_table=free&wr_id=2000144,"Сайт tnamall.com имеет ошибку сертификата безопасности, что говорит о потенциальном риске перехвата данных. URL содержит параметры запроса, но это не обязательно признак мошенничества. В целом, сайт не загружается безопасно и требует внимания из-за ошибки сертификата. Признаков 18+ контента нет, так же нет сокращения ссылок.",tnamall.com,tnamall.com,Title отключен,7.400750637054443
казино,7,http://.r.u.scv.kd@zvanovec.net/phpinfo.php?a[]=<a+href=https://highstakesdb.com/>poker+casino</a><meta+http-equiv=refresh+content=0;url=https://highstakesdb.com/+/>,http://.r.u.scv.kd@zvanovec.net/phpinfo.php?a[]=<a+href=https://highstakesdb.com/>poker+casino</a><meta+http-equiv=refresh+content=0;url=https://highstakesdb.com/+/>,"URL выглядит как `highstakesdb.com`, что похоже на легитимный сайт.  Однако, страница предлагает различные казино и азартные игры, а также рекламирует ""бонусы"" и ""сделки"". Это делает сайт подозрительным и похожим на рекламную площадку казино, а не на надежный источник информации. На сайте нет 18+ контента, но наличие азартных игр указывает на то, что сайт может быть опасен для людей с игровой зависимостью. Также сайт использует переадресацию на другие сайты (см. подсказку про AI Moder) ",kd@zvanovec.net,kd@zvanovec.net,Title отключен,8.664726257324219
